Date,Open Price,Close Price,High,Low
2014-12-06,377.63,376.26,380.33,372.04
2014-12-07,376.26,376.47,377.88,372.46
2014-12-08,376.47,364.95,377.36,364.6
2014-12-09,364.95,352.19,365.35,343.82
2014-12-10,352.19,347.94,354.07,345.09
2014-12-11,347.94,347.68,367.13,337.8
2014-12-12,347.68,353.4,356.43,346.0
2014-12-13,353.4,348.24,353.1,343.81
2014-12-14,348.24,349.35,351.59,344.61
2014-12-15,349.35,345.37,351.22,343.56
2014-12-16,345.37,330.22,346.45,328.88
2014-12-17,330.22,320.02,335.67,314.31
2014-12-18,320.02,310.34,325.62,303.4
2014-12-19,310.34,317.78,320.24,306.36
2014-12-20,317.78,330.35,332.62,316.05
2014-12-21,330.35,322.63,332.03,320.13
2014-12-22,322.63,330.84,335.26,319.89
2014-12-23,330.84,335.25,339.32,328.0
2014-12-24,335.25,322.4,336.28,320.65
2014-12-25,322.4,318.99,323.38,316.3
2014-12-26,318.99,329.98,332.88,316.36
2014-12-27,329.98,315.34,330.7,311.98
2014-12-28,315.34,316.53,322.84,310.5
2014-12-29,316.53,314.12,321.61,308.28
2014-12-30,314.12,311.27,316.18,309.25
2014-12-31,311.27,318.24,319.09,308.89
2015-01-01,318.24,314.89,321.36,313.54
2015-01-02,314.89,315.21,316.4,313.08
2015-01-03,315.21,287.13,315.83,284.89
2015-01-04,287.13,264.72,289.94,255.87
2015-01-05,264.72,274.84,278.32,262.89
2015-01-06,274.84,282.27,285.11,271.52
2015-01-07,282.27,291.34,296.06,280.74
2015-01-08,291.34,282.69,292.71,278.99
2015-01-09,282.69,287.97,290.59,277.28
2015-01-10,287.97,273.35,289.25,271.98
2015-01-11,273.35,264.77,278.01,263.76
2015-01-12,264.77,269.33,273.08,263.3
2015-01-13,269.33,221.29,269.1,217.1
2015-01-14,221.29,164.92,230.86,157.29
2015-01-15,164.92,209.78,231.26,164.55
2015-01-16,209.78,206.92,222.63,198.72
2015-01-17,206.92,199.65,212.59,191.71
2015-01-18,199.65,210.62,220.73,192.51
2015-01-19,210.62,215.87,219.48,205.47
2015-01-20,215.87,210.55,216.57,203.42
2015-01-21,210.55,228.17,229.32,207.11
2015-01-22,228.17,232.7,238.78,225.57
2015-01-23,232.7,232.17,236.97,224.84
2015-01-24,232.17,248.16,248.88,229.58
2015-01-25,248.16,252.09,256.43,241.36
2015-01-26,252.09,269.18,310.91,251.5
2015-01-27,269.18,263.27,276.9,247.26
2015-01-28,263.27,236.17,267.66,228.06
2015-01-29,236.17,233.99,241.51,220.36
2015-01-30,233.99,231.84,244.83,227.19
2015-01-31,231.84,218.51,235.36,216.46
2015-02-01,218.51,225.29,231.44,209.71
2015-02-02,225.29,238.86,242.51,220.53
2015-02-03,238.86,227.41,247.48,223.91
2015-02-04,227.41,226.58,230.71,220.23
2015-02-05,226.58,216.52,229.85,214.35
2015-02-06,216.52,222.96,226.16,215.65
2015-02-07,222.96,227.68,231.0,222.38
2015-02-08,227.68,223.67,230.23,219.5
2015-02-09,223.67,220.34,225.0,215.66
2015-02-10,220.34,219.67,222.19,214.44
2015-02-11,219.67,218.83,223.53,217.28
2015-02-12,218.83,221.79,223.0,217.3
2015-02-13,221.79,236.17,241.58,220.62
2015-02-14,236.17,258.64,261.25,235.38
2015-02-15,258.64,233.27,264.57,226.56
2015-02-16,233.27,235.83,240.03,228.01
2015-02-17,235.83,243.2,247.17,232.03
2015-02-18,243.2,235.2,245.51,231.7
2015-02-19,235.2,241.92,244.11,234.87
2015-02-20,241.92,244.52,247.76,238.83
2015-02-21,244.52,244.41,247.32,242.65
2015-02-22,244.41,235.73,246.54,232.72
2015-02-23,235.73,238.82,240.06,231.33
2015-02-24,238.82,238.89,240.25,235.5
2015-02-25,238.89,237.33,239.64,234.59
2015-02-26,237.33,236.53,238.17,233.5
2015-02-27,236.53,253.47,258.72,235.7
2015-02-28,253.47,254.06,255.4,248.73
2015-03-01,254.06,257.94,260.65,244.77
2015-03-02,257.94,273.75,274.8,256.15
2015-03-03,273.75,280.65,287.06,266.12
2015-03-04,280.65,271.92,284.47,265.91
2015-03-05,271.92,275.23,280.84,262.81
2015-03-06,275.23,272.56,277.99,269.02
2015-03-07,272.56,274.91,278.25,269.41
2015-03-08,274.91,274.49,278.78,271.31
2015-03-09,274.49,290.02,293.26,273.79
2015-03-10,290.02,291.37,300.96,288.12
2015-03-11,291.37,295.6,297.66,288.88
2015-03-12,295.6,293.85,296.98,290.83
2015-03-13,293.85,287.21,294.92,286.08
2015-03-14,287.21,281.6,288.4,279.3
2015-03-15,281.6,284.88,286.39,280.37
2015-03-16,284.88,290.41,294.01,284.77
2015-03-17,290.41,285.38,292.46,283.25
2015-03-18,285.38,255.92,285.65,248.19
2015-03-19,255.92,260.93,264.8,247.0
2015-03-20,260.93,261.78,264.71,257.85
2015-03-21,261.78,259.71,263.26,254.02
2015-03-22,259.71,268.57,270.42,259.0
2015-03-23,268.57,265.46,271.01,259.38
2015-03-24,265.46,246.72,267.02,242.67
2015-03-25,246.72,246.37,249.21,234.84
2015-03-26,246.37,248.02,254.69,243.52
2015-03-27,248.02,247.21,250.05,244.47
2015-03-28,247.21,252.02,254.25,246.28
2015-03-29,252.02,242.08,252.81,238.93
2015-03-30,242.08,246.79,248.83,236.55
2015-03-31,246.79,244.15,248.7,241.18
2015-04-01,244.15,246.24,247.67,239.57
2015-04-02,246.24,252.6,254.85,244.25
2015-04-03,252.6,254.48,256.53,251.26
2015-04-04,254.48,252.89,255.24,250.31
2015-04-05,252.89,259.64,260.26,250.6
2015-04-06,259.64,254.97,261.45,252.32
2015-04-07,254.97,252.97,255.6,250.15
2015-04-08,252.97,244.57,254.26,242.57
2015-04-09,244.57,243.32,246.22,237.62
2015-04-10,243.32,234.73,244.11,231.3
2015-04-11,234.73,236.48,240.0,233.12
2015-04-12,236.48,235.85,237.52,232.27
2015-04-13,235.85,223.59,236.75,220.36
2015-04-14,223.59,217.99,224.72,214.27
2015-04-15,217.99,222.97,223.56,217.15
2015-04-16,222.97,227.98,229.53,222.87
2015-04-17,227.98,222.59,229.28,220.56
2015-04-18,222.59,223.35,224.47,220.57
2015-04-19,223.35,223.02,226.94,221.96
2015-04-20,223.02,224.24,226.72,221.58
2015-04-21,224.24,233.73,235.27,223.29
2015-04-22,233.73,233.78,238.4,231.8
2015-04-23,233.78,235.4,236.12,232.58
2015-04-24,235.4,231.09,236.55,229.06
2015-04-25,231.09,226.14,232.29,223.05
2015-04-26,226.14,218.7,226.72,214.14
2015-04-27,218.7,228.96,242.65,216.6
2015-04-28,228.96,225.81,229.87,222.03
2015-04-29,225.81,225.42,227.24,222.25
2015-04-30,225.42,235.77,240.01,224.68
2015-05-01,235.77,233.21,239.42,232.38
2015-05-02,233.21,235.34,236.38,231.73
2015-05-03,235.34,239.99,243.58,233.8
2015-05-04,239.99,238.97,243.2,237.45
2015-05-05,238.97,235.82,239.61,231.78
2015-05-06,235.82,230.03,237.15,228.24
2015-05-07,230.03,237.73,240.25,228.33
2015-05-08,237.73,243.74,247.01,235.77
2015-05-09,243.74,241.4,247.87,238.52
2015-05-10,241.4,239.96,244.82,238.23
2015-05-11,239.96,241.81,243.95,238.86
2015-05-12,241.81,241.58,243.0,239.18
2015-05-13,241.58,236.38,243.91,234.07
2015-05-14,236.38,236.9,239.17,232.36
2015-05-15,236.9,237.2,238.83,235.53
2015-05-16,237.2,236.23,237.78,234.57
2015-05-17,236.23,236.3,237.77,235.35
2015-05-18,236.3,232.64,237.1,231.46
2015-05-19,232.64,232.02,234.5,231.27
2015-05-20,232.02,233.96,235.17,231.47
2015-05-21,233.96,235.38,236.65,233.61
2015-05-22,235.38,240.37,242.0,234.56
2015-05-23,240.37,238.94,241.73,238.05
2015-05-24,238.94,240.98,242.39,237.48
2015-05-25,240.98,237.41,241.79,235.81
2015-05-26,237.41,237.84,238.99,235.58
2015-05-27,237.84,237.29,238.95,235.89
2015-05-28,237.29,237.32,238.41,236.23
2015-05-29,237.32,237.03,237.89,235.13
2015-05-30,237.03,233.22,237.06,231.59
2015-05-31,233.22,229.84,233.99,229.13
2015-06-01,229.84,223.14,231.76,220.97
2015-06-02,223.14,225.74,227.44,222.25
2015-06-03,225.74,225.59,227.86,223.69
2015-06-04,225.59,224.22,226.71,223.49
2015-06-05,224.22,225.29,226.36,222.15
2015-06-06,225.29,224.74,225.76,223.53
2015-06-07,224.74,223.47,226.36,222.21
2015-06-08,223.47,228.57,229.91,222.99
2015-06-09,228.57,229.56,231.36,227.51
2015-06-10,229.56,228.79,230.44,227.84
2015-06-11,228.79,229.88,230.64,228.54
2015-06-12,229.88,230.46,231.58,229.29
2015-06-13,230.46,232.48,233.14,229.01
2015-06-14,232.48,233.75,235.51,232.09
2015-06-15,233.75,237.0,238.55,233.29
2015-06-16,237.0,249.82,254.15,235.7
2015-06-17,249.82,247.38,258.48,245.09
2015-06-18,247.38,248.44,251.95,242.46
2015-06-19,248.44,244.13,250.81,243.65
2015-06-20,244.13,244.98,246.63,238.7
2015-06-21,244.98,244.1,246.03,240.94
2015-06-22,244.1,247.46,248.6,243.16
2015-06-23,247.46,243.76,247.67,242.32
2015-06-24,243.76,240.56,244.51,239.05
2015-06-25,240.56,242.56,243.65,239.32
2015-06-26,242.56,242.95,243.49,240.14
2015-06-27,242.95,250.73,251.57,241.83
2015-06-28,250.73,248.88,251.59,246.62
2015-06-29,248.88,256.97,257.54,247.96
2015-06-30,256.97,264.12,268.73,255.37
2015-07-01,264.12,257.62,265.0,254.41
2015-07-02,257.62,254.88,261.29,253.09
2015-07-03,254.88,255.4,256.71,252.44
2015-07-04,255.4,260.55,261.08,253.37
2015-07-05,260.55,270.14,274.14,257.61
2015-07-06,270.14,269.08,277.48,266.46
2015-07-07,269.08,266.21,271.34,263.21
2015-07-08,266.21,268.64,273.57,263.18
2015-07-09,268.64,269.14,272.31,265.13
2015-07-10,269.14,283.62,297.85,266.91
2015-07-11,283.62,291.97,298.76,282.28
2015-07-12,291.97,310.44,315.88,291.26
2015-07-13,310.44,290.35,310.88,276.85
2015-07-14,290.35,286.96,296.96,285.17
2015-07-15,286.96,283.42,292.92,283.17
2015-07-16,283.42,276.59,290.84,273.28
2015-07-17,276.59,279.62,280.76,271.17
2015-07-18,279.62,274.05,282.53,243.24
2015-07-19,274.05,273.18,277.07,271.85
2015-07-20,273.18,277.68,278.85,271.82
2015-07-21,277.68,275.09,281.05,274.19
2015-07-22,275.09,276.46,277.39,273.12
2015-07-23,276.46,275.52,277.85,274.47
2015-07-24,275.52,288.37,289.81,274.26
2015-07-25,288.37,288.74,291.24,284.67
2015-07-26,288.74,291.77,293.28,286.77
2015-07-27,291.77,293.01,295.79,285.4
2015-07-28,293.01,293.7,296.68,291.67
2015-07-29,293.7,288.37,294.72,286.89
2015-07-30,288.37,287.02,289.89,284.91
2015-07-31,287.02,283.73,288.69,280.77
2015-08-01,283.73,280.47,284.53,276.3
2015-08-02,280.47,281.36,282.5,275.93
2015-08-03,281.36,281.58,285.0,278.94
2015-08-04,281.58,284.3,285.66,279.58
2015-08-05,284.3,281.72,285.45,280.53
2015-08-06,281.72,278.0,281.98,276.46
2015-08-07,278.0,277.89,279.6,274.28
2015-08-08,277.89,258.6,278.92,257.42
2015-08-09,258.6,263.87,266.75,258.56
2015-08-10,263.87,263.3,266.63,260.52
2015-08-11,263.3,269.03,269.9,261.44
2015-08-12,269.03,267.66,271.5,263.66
2015-08-13,267.66,263.44,268.39,261.28
2015-08-14,263.44,265.03,267.22,260.21
2015-08-15,265.03,260.52,266.55,259.38
2015-08-16,260.52,257.12,261.92,254.57
2015-08-17,257.12,257.13,259.93,252.87
2015-08-18,257.13,246.72,257.53,245.74
2015-08-19,246.72,226.0,247.95,214.29
2015-08-20,226.0,234.66,238.03,225.54
2015-08-21,234.66,232.4,236.3,230.48
2015-08-22,232.4,229.54,235.07,221.04
2015-08-23,229.54,226.75,232.7,224.27
2015-08-24,226.75,211.43,228.43,207.82
2015-08-25,211.43,220.51,226.55,196.26
2015-08-26,220.51,224.97,230.69,218.79
2015-08-27,224.97,222.73,228.44,222.0
2015-08-28,222.73,231.64,234.81,219.6
2015-08-29,231.64,228.5,233.09,226.35
2015-08-30,228.5,228.4,232.32,225.44
2015-08-31,228.4,229.47,231.79,224.2
2015-09-01,229.47,227.18,231.45,225.76
2015-09-02,227.18,228.63,230.59,225.57
2015-09-03,228.63,226.2,229.62,225.36
2015-09-04,226.2,230.25,231.06,225.75
2015-09-05,230.25,233.67,235.61,228.29
2015-09-06,233.67,239.86,243.64,234.74
2015-09-07,239.86,239.58,242.66,237.49
2015-09-08,239.58,243.24,246.38,239.23
2015-09-09,243.24,237.41,244.34,236.49
2015-09-10,237.41,238.08,240.63,234.31
2015-09-11,238.08,239.9,241.02,237.38
2015-09-12,239.9,235.6,240.32,233.32
2015-09-13,235.6,230.19,236.16,228.28
2015-09-14,230.19,229.91,232.64,225.96
2015-09-15,229.91,229.53,242.83,228.03
2015-09-16,229.53,228.6,230.89,225.05
2015-09-17,228.6,232.72,235.17,227.95
2015-09-18,232.72,232.21,234.69,230.58
2015-09-19,232.21,231.11,233.35,230.21
2015-09-20,231.11,231.09,232.67,229.93
2015-09-21,231.09,226.33,231.63,225.0
2015-09-22,226.33,230.01,233.24,224.07
2015-09-23,230.01,229.89,232.2,228.5
2015-09-24,229.89,233.76,235.84,229.57
2015-09-25,233.76,235.03,237.58,232.7
2015-09-26,235.03,234.3,235.71,232.74
2015-09-27,234.3,232.5,234.75,231.84
2015-09-28,232.5,238.87,240.39,232.37
2015-09-29,238.87,236.71,240.39,234.8
2015-09-30,236.71,235.93,237.83,234.39
2015-10-01,235.93,237.05,238.66,234.7
2015-10-02,237.05,236.71,238.45,235.14
2015-10-03,236.71,238.58,239.52,236.07
2015-10-04,238.58,238.33,277.58,237.51
2015-10-05,238.33,240.15,240.53,236.41
2015-10-06,240.15,246.14,247.61,239.36
2015-10-07,246.14,242.98,247.28,241.65
2015-10-08,242.98,242.58,244.79,241.57
2015-10-09,242.58,244.04,244.56,241.34
2015-10-10,244.04,245.35,245.93,242.89
2015-10-11,245.35,247.65,248.26,244.47
2015-10-12,247.65,245.35,248.02,244.65
2015-10-13,245.35,248.78,251.19,243.11
2015-10-14,248.78,252.33,255.06,248.28
2015-10-15,252.33,254.44,256.76,251.17
2015-10-16,254.44,262.87,267.27,253.93
2015-10-17,262.87,269.58,275.41,261.74
2015-10-18,269.58,261.67,272.44,259.53
2015-10-19,261.67,263.82,265.95,259.89
2015-10-20,263.82,269.75,272.12,262.7
2015-10-21,269.75,267.11,272.17,263.54
2015-10-22,267.11,274.42,278.74,266.8
2015-10-23,274.42,276.92,279.77,273.17
2015-10-24,276.92,282.56,283.05,277.01
2015-10-25,282.56,287.86,295.56,281.75
2015-10-26,287.86,285.15,287.62,279.62
2015-10-27,285.15,294.66,298.43,285.09
2015-10-28,294.66,303.54,307.46,294.02
2015-10-29,303.54,313.63,318.48,300.16
2015-10-30,313.63,327.12,334.92,310.82
2015-10-31,327.12,311.24,333.25,304.6
2015-11-01,311.24,322.95,324.34,304.72
2015-11-02,322.95,359.28,365.75,319.75
2015-11-03,359.28,396.49,416.78,354.58
2015-11-04,396.49,400.89,492.8,368.62
2015-11-05,400.89,382.7,447.24,366.08
2015-11-06,382.7,369.81,396.35,348.84
2015-11-07,369.81,385.09,391.75,368.98
2015-11-08,385.09,371.56,389.78,365.49
2015-11-09,371.56,380.22,385.11,360.17
2015-11-10,380.22,336.69,381.38,323.21
2015-11-11,336.69,304.71,341.76,292.38
2015-11-12,304.71,333.85,346.13,306.07
2015-11-13,333.85,333.77,341.79,323.91
2015-11-14,333.77,331.77,369.8,326.35
2015-11-15,331.77,317.45,334.78,314.16
2015-11-16,317.45,330.21,332.01,314.06
2015-11-17,330.21,333.91,342.91,328.15
2015-11-18,333.91,335.92,337.39,329.42
2015-11-19,335.92,324.98,335.64,323.36
2015-11-20,324.98,321.12,327.06,309.48
2015-11-21,321.12,324.7,328.42,318.37
2015-11-22,324.7,322.78,326.94,319.35
2015-11-23,322.78,322.12,325.0,319.89
2015-11-24,322.12,318.35,323.26,315.54
2015-11-25,318.35,327.52,330.04,315.69
2015-11-26,327.52,353.74,368.92,327.4
2015-11-27,353.74,359.52,363.9,345.15
2015-11-28,359.52,355.83,360.08,350.49
2015-11-29,355.83,370.84,372.84,354.55
2015-11-30,370.84,377.97,382.56,367.87
2015-12-01,377.97,361.8,379.02,353.66
2015-12-02,361.8,359.98,363.43,347.16
2015-12-03,359.98,360.31,371.37,355.47
2015-12-04,360.31,361.67,363.95,354.31
2015-12-05,361.67,386.69,390.28,361.5
2015-12-06,386.69,393.38,402.19,382.62
2015-12-07,393.38,394.28,398.74,381.69
2015-12-08,394.28,410.67,411.07,388.03
2015-12-09,410.67,416.0,424.58,403.26
2015-12-10,416.0,415.49,420.36,409.53
2015-12-11,415.49,449.83,453.37,413.72
2015-12-12,449.83,432.29,467.71,403.69
2015-12-13,432.29,434.69,440.97,420.76
2015-12-14,434.69,442.0,449.45,428.84
2015-12-15,442.0,462.65,464.23,440.72
2015-12-16,462.65,453.98,465.16,437.37
2015-12-17,453.98,455.53,458.44,447.29
2015-12-18,455.53,463.18,466.12,453.46
2015-12-19,463.18,461.2,465.99,452.33
2015-12-20,461.2,441.78,462.76,431.1
2015-12-21,441.78,437.59,445.54,423.99
2015-12-22,437.59,437.03,443.22,433.25
2015-12-23,437.03,442.43,444.78,434.28
2015-12-24,442.43,452.98,460.62,441.76
2015-12-25,452.98,454.05,457.44,449.52
2015-12-26,454.05,415.37,456.48,400.45
2015-12-27,415.37,422.39,425.51,406.09
2015-12-28,422.39,421.76,429.85,417.14
2015-12-29,421.76,431.92,433.56,419.3
2015-12-30,431.92,427.15,435.04,420.77
2015-12-31,427.15,429.95,433.12,417.14
2016-01-01,429.95,433.99,437.95,425.86
2016-01-02,433.99,433.72,437.43,430.73
2016-01-03,433.72,430.7,434.14,423.09
2016-01-04,430.7,433.32,435.26,428.6
2016-01-05,433.32,431.2,435.25,428.87
2016-01-06,431.2,430.82,432.11,425.0
2016-01-07,430.82,457.05,457.54,428.52
2016-01-08,457.05,452.87,462.92,446.51
2016-01-09,452.87,448.31,454.55,444.9
2016-01-10,448.31,446.19,448.88,438.62
2016-01-11,446.19,447.72,451.08,441.77
2016-01-12,447.72,445.04,448.41,443.14
2016-01-13,445.04,432.18,443.72,420.39
2016-01-14,432.18,429.13,433.74,427.01
2016-01-15,429.13,372.26,430.15,364.71
2016-01-16,372.26,385.04,386.72,350.39
2016-01-17,385.04,382.47,390.72,377.71
2016-01-18,382.47,384.4,387.29,373.21
2016-01-19,384.4,379.46,386.69,375.89
2016-01-20,379.46,414.58,425.72,374.05
2016-01-21,414.58,410.24,423.42,403.86
2016-01-22,410.24,382.65,411.49,374.9
2016-01-23,382.65,388.61,395.43,380.27
2016-01-24,388.61,402.13,405.4,385.53
2016-01-25,402.13,392.76,403.78,386.85
2016-01-26,392.76,389.78,397.74,387.9
2016-01-27,389.78,395.02,397.37,389.35
2016-01-28,395.02,379.69,395.42,376.71
2016-01-29,379.69,380.29,385.75,363.49
2016-01-30,380.29,377.76,381.75,375.04
2016-01-31,377.76,369.84,380.54,366.88
2016-02-01,369.84,372.18,379.78,365.27
2016-02-02,372.18,373.92,376.63,371.4
2016-02-03,373.92,368.02,375.89,366.2
2016-02-04,368.02,390.65,391.83,368.05
2016-02-05,390.65,386.46,391.15,384.48
2016-02-06,386.46,376.68,386.35,372.87
2016-02-07,376.68,377.94,382.61,375.28
2016-02-08,377.94,372.63,380.92,372.1
2016-02-09,372.63,375.32,377.59,371.42
2016-02-10,375.32,381.88,385.38,374.09
2016-02-11,381.88,379.45,383.23,372.75
2016-02-12,379.45,384.04,386.4,379.32
2016-02-13,384.04,390.1,392.57,383.31
2016-02-14,390.1,405.5,405.93,390.06
2016-02-15,405.5,401.07,410.85,396.56
2016-02-16,401.07,406.42,409.75,398.0
2016-02-17,406.42,417.14,421.45,405.05
2016-02-18,417.14,421.4,425.51,414.78
2016-02-19,421.4,419.98,424.26,416.36
2016-02-20,419.98,440.06,442.66,419.49
2016-02-21,440.06,437.87,447.61,425.47
2016-02-22,437.87,437.79,440.18,431.3
2016-02-23,437.79,419.9,440.76,414.36
2016-02-24,419.9,422.72,425.17,410.36
2016-02-25,422.72,423.48,427.18,417.51
2016-02-26,423.48,427.32,427.58,419.11
2016-02-27,427.32,431.3,434.14,427.3
2016-02-28,431.3,432.47,435.62,421.22
2016-02-29,432.47,436.21,441.32,429.83
2016-03-01,436.21,434.04,439.02,428.49
2016-03-02,434.04,425.36,435.91,423.85
2016-03-03,425.36,419.56,425.83,414.94
2016-03-04,419.56,409.48,423.39,407.2
2016-03-05,409.48,399.0,410.06,386.93
2016-03-06,399.0,405.96,412.02,393.09
2016-03-07,405.96,414.87,416.58,401.98
2016-03-08,414.87,411.9,416.72,408.42
2016-03-09,411.9,412.76,414.88,408.94
2016-03-10,412.76,415.83,417.48,410.27
2016-03-11,415.83,419.11,422.4,415.11
2016-03-12,419.11,410.36,420.67,407.03
2016-03-13,410.36,412.41,415.93,409.57
2016-03-14,412.41,414.31,416.08,411.19
2016-03-15,414.31,415.13,417.37,412.31
2016-03-16,415.13,415.91,416.95,413.32
2016-03-17,415.91,418.16,419.56,415.33
2016-03-18,418.16,408.16,418.58,402.48
2016-03-19,408.16,408.69,410.49,402.13
2016-03-20,408.69,411.53,413.45,407.24
2016-03-21,411.53,411.11,413.09,407.25
2016-03-22,411.11,416.21,417.94,410.78
2016-03-23,416.21,416.98,419.58,414.18
2016-03-24,416.98,414.74,417.68,412.88
2016-03-25,414.74,415.71,417.3,412.41
2016-03-26,415.71,416.51,417.71,413.93
2016-03-27,416.51,424.57,427.36,415.5
2016-03-28,424.57,422.21,425.36,419.7
2016-03-29,422.21,415.0,424.53,406.36
2016-03-30,415.0,412.44,416.22,408.4
2016-03-31,412.44,415.66,417.16,411.45
2016-04-01,415.66,415.64,416.86,412.79
2016-04-02,415.64,418.51,420.09,415.09
2016-04-03,418.51,419.06,420.18,416.95
2016-04-04,419.06,419.33,420.39,416.21
2016-04-05,419.33,422.07,423.67,417.95
2016-04-06,422.07,421.26,422.81,419.54
2016-04-07,421.26,420.14,422.03,417.94
2016-04-08,420.14,417.69,423.51,415.5
2016-04-09,417.69,418.05,418.85,412.39
2016-04-10,418.05,420.25,421.63,416.69
2016-04-11,420.25,421.43,422.35,418.11
2016-04-12,421.43,424.74,426.69,420.7
2016-04-13,424.74,423.47,426.58,421.41
2016-04-14,423.47,424.02,425.44,421.84
2016-04-15,424.02,428.67,429.49,423.25
2016-04-16,428.67,430.05,432.0,426.84
2016-04-17,430.05,426.26,430.62,423.79
2016-04-18,426.26,427.69,429.07,424.35
2016-04-19,427.69,434.92,436.07,426.84
2016-04-20,434.92,441.16,442.86,432.51
2016-04-21,441.16,449.34,450.8,439.53
2016-04-22,449.34,445.28,450.19,441.9
2016-04-23,445.28,450.08,451.48,443.07
2016-04-24,450.08,457.56,461.78,447.89
2016-04-25,457.56,461.73,466.23,451.79
2016-04-26,461.73,466.0,468.86,459.23
2016-04-27,466.0,447.01,467.87,444.62
2016-04-28,447.01,448.48,450.1,433.9
2016-04-29,448.48,454.98,456.31,445.22
2016-04-30,454.98,448.53,456.86,446.65
2016-05-01,448.53,452.24,454.21,447.52
2016-05-02,452.24,444.18,453.87,440.21
2016-05-03,444.18,450.27,451.54,441.55
2016-05-04,450.27,445.8,450.87,444.22
2016-05-05,445.8,448.08,449.19,444.35
2016-05-06,448.08,459.56,461.48,445.72
2016-05-07,459.56,458.46,460.61,454.6
2016-05-08,458.46,457.87,460.18,454.94
2016-05-09,457.87,460.44,464.18,455.38
2016-05-10,460.44,449.36,462.14,446.81
2016-05-11,449.36,452.5,456.15,449.59
2016-05-12,452.5,454.43,455.34,448.4
2016-05-13,454.43,455.41,457.22,451.49
2016-05-14,455.41,456.44,457.74,453.58
2016-05-15,456.44,458.11,460.28,455.0
2016-05-16,458.11,454.87,459.57,450.73
2016-05-17,454.87,453.25,456.3,451.71
2016-05-18,453.25,454.22,456.65,452.35
2016-05-19,454.22,442.66,455.19,441.12
2016-05-20,442.66,442.11,447.76,435.42
2016-05-21,442.11,443.64,445.24,439.73
2016-05-22,443.64,439.62,444.24,436.94
2016-05-23,439.62,443.69,444.99,438.24
2016-05-24,443.69,446.11,447.9,442.02
2016-05-25,446.11,449.78,451.21,445.35
2016-05-26,449.78,453.3,454.25,447.67
2016-05-27,453.3,474.05,479.22,452.71
2016-05-28,474.05,524.22,531.76,467.05
2016-05-29,524.22,516.05,548.04,493.22
2016-05-30,516.05,532.26,544.18,512.81
2016-05-31,532.26,528.92,546.92,513.15
2016-06-01,528.92,537.4,542.26,521.3
2016-06-02,537.4,537.1,541.55,530.47
2016-06-03,537.1,567.03,573.72,534.34
2016-06-04,567.03,571.95,592.68,560.87
2016-06-05,571.95,574.91,583.64,567.77
2016-06-06,574.91,583.58,586.73,571.67
2016-06-07,583.58,575.58,591.32,543.63
2016-06-08,575.58,580.51,582.44,567.78
2016-06-09,580.51,574.69,580.71,569.26
2016-06-10,574.69,577.89,579.26,571.14
2016-06-11,577.89,591.6,592.61,576.29
2016-06-12,591.6,666.55,683.85,592.79
2016-06-13,666.55,700.07,718.24,652.78
2016-06-14,700.07,685.14,702.52,654.69
2016-06-15,685.14,690.77,695.07,670.45
2016-06-16,690.77,761.21,769.73,687.43
2016-06-17,761.21,743.9,771.89,704.21
2016-06-18,743.9,753.77,776.04,727.13
2016-06-19,753.77,761.04,765.1,740.38
2016-06-20,761.04,733.97,764.6,717.41
2016-06-21,733.97,667.38,732.23,626.05
2016-06-22,667.38,590.56,677.8,586.6
2016-06-23,590.56,620.84,629.55,539.28
2016-06-24,620.84,656.89,687.39,616.41
2016-06-25,656.89,663.52,688.1,640.79
2016-06-26,663.52,625.41,665.19,609.9
2016-06-27,625.41,644.66,650.34,615.22
2016-06-28,644.66,644.89,659.27,634.26
2016-06-29,644.89,636.54,645.91,621.76
2016-06-30,636.54,670.02,673.04,631.24
2016-07-01,670.02,674.57,685.11,661.09
2016-07-02,674.57,698.06,700.46,671.46
2016-07-03,698.06,661.64,701.49,644.61
2016-07-04,661.64,675.16,679.03,644.04
2016-07-05,675.16,663.67,679.19,657.31
2016-07-06,663.67,672.7,678.39,662.24
2016-07-07,672.7,635.25,676.19,604.95
2016-07-08,635.25,662.78,663.43,630.17
2016-07-09,662.78,651.83,663.49,620.68
2016-07-10,651.83,647.11,651.98,636.8
2016-07-11,647.11,646.71,657.47,639.97
2016-07-12,646.71,670.56,673.19,644.56
2016-07-13,670.56,661.15,672.02,656.04
2016-07-14,661.15,657.25,661.88,646.31
2016-07-15,657.25,664.2,667.46,656.5
2016-07-16,664.2,660.69,665.41,655.72
2016-07-17,660.69,676.33,680.94,660.13
2016-07-18,676.33,670.38,680.42,664.61
2016-07-19,670.38,671.1,673.24,663.63
2016-07-20,671.1,664.4,672.29,659.51
2016-07-21,664.4,664.62,666.51,657.82
2016-07-22,664.62,651.11,669.44,645.69
2016-07-23,651.11,655.16,658.17,647.98
2016-07-24,655.16,659.29,664.21,651.03
2016-07-25,659.29,654.0,662.51,651.08
2016-07-26,654.0,654.38,657.76,643.49
2016-07-27,654.38,654.54,659.08,646.04
2016-07-28,654.54,654.13,657.96,650.81
2016-07-29,654.13,655.43,657.4,650.99
2016-07-30,655.43,654.74,657.55,652.06
2016-07-31,654.74,621.87,654.92,621.42
2016-08-01,621.87,607.0,627.89,603.55
2016-08-02,607.0,513.43,613.75,471.36
2016-08-03,513.43,566.44,573.06,514.09
